INSTANCE_ID,REFERENCE_ID,level_all_num,level1_num,level2_num,level3_num,level4_num,level5_num,level6_num,level1_char,level2_char,level3_char,level4_char,level5_char,level6_char,ANCHOR_TEXT,CONTEXT_PARAGRAPH
2760,199226,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Hayes et al. (2006),Hayes et al. (2006)
2761,43579,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Mortensen and Nilsen (1992),Mortensen and Nilsen (1992)
2762,191642,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bender et al. (2006),Bender et al. (2006); Bergmann et al. (1995); Bergmann et al. (1999); Bergmann et al. (1996a)
2763,776637,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bergmann et al. (1995),Bender et al. (2006); Bergmann et al. (1995); Bergmann et al. (1999); Bergmann et al. (1996a)
2764,41850,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bergmann et al. (1999),Bender et al. (2006); Bergmann et al. (1995); Bergmann et al. (1999); Bergmann et al. (1996a)
2765,5016750,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bergmann et al. (1996a),Bender et al. (2006); Bergmann et al. (1995); Bergmann et al. (1999); Bergmann et al. (1996a)
2766,5016754,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Mavity and Berrang (1994),Mavity and Berrang (1994)
2767,43579,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Mortensen and Nilsen (1992),Mortensen and Nilsen (1992); Mortensen (1993)
2768,5016755,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Mortensen (1993),Mortensen and Nilsen (1992); Mortensen (1993)
2769,770455,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Taylor (2002),Taylor (2002)
2770,4287052,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Batty et al. (2001),Batty et al. (2001)
2771,191642,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bender et al. (2006),Bender et al. (2006); Bergmann et al. (1999); Reiling and Davison (1992); Bergmann et al. (1996a); Bussotti et al. (2003a)
2772,41850,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bergmann et al. (1999),Bender et al. (2006); Bergmann et al. (1999); Reiling and Davison (1992); Bergmann et al. (1996a); Bussotti et al. (2003a)
2773,43335,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Reiling and Davison (1992),Bender et al. (2006); Bergmann et al. (1999); Reiling and Davison (1992); Bergmann et al. (1996a); Bussotti et al. (2003a)
2774,5016750,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bergmann et al. (1996a),Bender et al. (2006); Bergmann et al. (1999); Reiling and Davison (1992); Bergmann et al. (1996a); Bussotti et al. (2003a)
2775,5016768,8.3.1,8,3,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Declines in Growth Rates,,,,Bussotti et al. (2003a),Bender et al. (2006); Bergmann et al. (1999); Reiling and Davison (1992); Bergmann et al. (1996a); Bussotti et al. (2003a)
2776,2489030,8.3.2,8,3,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Changes in Biomass Allocation,,,,"Talhelm et al., 2014","Over the course of the Aspen FACE experiment (1998-2008), the effects of ozone on plant carbon allocation were dynamic through time and varied among the forest communities (Talhelm et al., 2014; Pregitzer and Talhelm, 2013; Rhea and King, 2012). Elevated ozone consistently suppressed leaf production in each of the three communities. There were effects on root biomass in 2006 consistent with Aspen FACE studies of previous years, with elevated ozone increasing small root (0-2 mm diameter) biomass in the aspen-only rings and decreasing small root biomass in the aspen-birch rings (Rhea and King, 2012). There were also effects of ozone on the distribution of roots across the soil profile, which are discussed in more detail in Section 8.9.2."
2777,3335694,8.3.2,8,3,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Changes in Biomass Allocation,,,,"Pregitzer and Talhelm, 2013","Over the course of the Aspen FACE experiment (1998-2008), the effects of ozone on plant carbon allocation were dynamic through time and varied among the forest communities (Talhelm et al., 2014; Pregitzer and Talhelm, 2013; Rhea and King, 2012). Elevated ozone consistently suppressed leaf production in each of the three communities. There were effects on root biomass in 2006 consistent with Aspen FACE studies of previous years, with elevated ozone increasing small root (0-2 mm diameter) biomass in the aspen-only rings and decreasing small root biomass in the aspen-birch rings (Rhea and King, 2012). There were also effects of ozone on the distribution of roots across the soil profile, which are discussed in more detail in Section 8.9.2."
2778,2475105,8.3.2,8,3,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Changes in Biomass Allocation,,,,"Rhea and King, 2012","Over the course of the Aspen FACE experiment (1998-2008), the effects of ozone on plant carbon allocation were dynamic through time and varied among the forest communities (Talhelm et al., 2014; Pregitzer and Talhelm, 2013; Rhea and King, 2012). Elevated ozone consistently suppressed leaf production in each of the three communities. There were effects on root biomass in 2006 consistent with Aspen FACE studies of previous years, with elevated ozone increasing small root (0-2 mm diameter) biomass in the aspen-only rings and decreasing small root biomass in the aspen-birch rings (Rhea and King, 2012). There were also effects of ozone on the distribution of roots across the soil profile, which are discussed in more detail in Section 8.9.2."
2779,2475105,8.3.2,8,3,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Changes in Biomass Allocation,,,,"Rhea and King, 2012","Over the course of the Aspen FACE experiment (1998-2008), the effects of ozone on plant carbon allocation were dynamic through time and varied among the forest communities (Talhelm et al., 2014; Pregitzer and Talhelm, 2013; Rhea and King, 2012). Elevated ozone consistently suppressed leaf production in each of the three communities. There were effects on root biomass in 2006 consistent with Aspen FACE studies of previous years, with elevated ozone increasing small root (0-2 mm diameter) biomass in the aspen-only rings and decreasing small root biomass in the aspen-birch rings (Rhea and King, 2012). There were also effects of ozone on the distribution of roots across the soil profile, which are discussed in more detail in Section 8.9.2."
2780,2488978,8.3.2,8,3,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Changes in Biomass Allocation,,,,"Kostiainen et al., 2014","Shifts in wood anatomy (change in growth, cell size, vessel density, and proportion) also occurred with elevated ozone at the Aspen FACE site (Kostiainen et al., 2014). Elevated ozone significantly decreased radial growth and diameters of wood fibers and vessels in quaking aspen. Most treatment responses were observed in the early phase of the experiment, indicating ontogenetic changes during wood maturation that are consistent with shifts in the trees' metabolic priority from growth to hydraulic transport in response to ozone."
2781,3365541,8.3.2,8,3,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Changes in Biomass Allocation,,,,"Chieppa et al., 2015","A study of the effects of short-term ozone exposure on loblolly pine seedlings found positive effects on aboveground growth, but the study authors attribute this finding to reduction in photosynthate transport to roots, which contributed to declines in seedling vigor (Chieppa et al., 2015). Even with the increased aboveground growth observed, ozone alterations to carbon transport and subsequent declines in seedling vigor and longevity may have negative impacts on forest establishment and regeneration."
2782,3358999,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Paudel et al. (2016),Paudel et al. (2016)
2783,2014479,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Sun et al. (2012),Sun et al. (2012)
2784,2475105,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Rhea and King (2012),Rhea and King (2012)
2785,5020420,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Kubiske and Foss (2015),"Treatments up until the 2005 (when root samples were taken): ambient average W126 was 5.2 ppm-h and elevated O3 was 27.3 ppm-h. For hourly ozone concentrations during experimental ozone treatment, see Kubiske and Foss (2015)."
2786,2488978,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Kostiainen et al. (2014),Kostiainen et al. (2014)
2787,5020420,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Kubiske and Foss (2015),"Growing seasons 1998-2008. Ambient W126 2.1-8.8 ppm-h and elevated 12.7-35.1 ppm-h. For hourly ozone concentrations during experimental ozone treatment, see Kubiske and Foss (2015)."
2788,2489030,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Talhelm et al. (2014),Talhelm et al. (2014)
2789,5020420,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Kubiske and Foss (2015),"12 rings, factorial CO2 x O3 with three chamber reps. Ambient O3 W126 = 2.1-8.8 ppm-h, Elevated = 12.7-35.1 ppm-h. For hourly ozone concentrations during experimental ozone treatment, see Kubiske and Foss (2015)."
2790,2555617,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Moran and Kubiske (2013),Moran and Kubiske (2013)
2791,5020420,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Kubiske and Foss (2015),"Full factorial: O3 and CO2, 1998-2008. Ozone: ambient W126 = 2.1-8.8 ppm-h, elevated W126 = 12.7-35.1 ppm-h. CO2: ambient (360 ppm) or elevated (560 ppm). For hourly ozone concentrations during experimental ozone treatment, see Kubiske and Foss (2015)."
2792,2659659,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Gustafson et al. (2013),Gustafson et al. (2013)
2793,5020420,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Kubiske and Foss (2015),"Ambient O3 W126 = 2.1-8.8 ppm-h and elevated = 12.7-35.1 ppm-h. Three chamber reps for each treatment, control, +CO2, +O3, and +CO2+O3. For hourly ozone concentrations during experimental ozone treatment, see Kubiske and Foss (2015)."
2794,3365541,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Chieppa et al. (2015),Chieppa et al. (2015)
2795,4246390,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Neufeld et al. (2018),Neufeld et al. (2018)
2796,4309915,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Wang et al. (2018),Wang et al. (2018)
2797,3073728,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Lapina et al. (2016),Lapina et al. (2016)
2798,3845999,8.3.4,8,3,4,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,Plant Growth,Summary and Causality Determination,,,,Capps et al. (2016),Capps et al. (2016)
2799,1508492,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"U.S. EPA, 2013","In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2800,36322,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,Black et al. (2000),"In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2801,1508492,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"U.S. EPA, 2013","In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2802,88089,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,2006,"In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2803,196890,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"Darbah et al., 2008","In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2804,93288,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"Darbah et al., 2007","In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2805,2640740,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"Leisner and Ainsworth, 2012","In the 2013 Ozone ISA, there was no separate determination of causality for plant reproduction. Rather, evidence was sufficient to conclude that a causal relationship exists between ozone exposure and reduced plant growth, which at the time was broadly defined to encompass plant reproduction (U.S. EPA, 2013). In this ISA, due to increased research and synthesis of ozone effects on plant reproduction, evidence was evaluated for a separate causal statement for this endpoint. Studies in the 2013 Ozone ISA were in agreement with previous research reviewed in the 2006 Ozone AQCD and by Black et al. (2000), which included research going back to the 1970s, showing that ozone can affect plant reproductive function (U.S. EPA, 2013, 2006). For instance, paper birches (Betula papyrifera) at Aspen FACE that were exposed to years-long elevated ozone produced male flowers more frequently but produced seeds of lower weight that germinated less often than seeds from trees in ambient conditions (Darbah et al., 2008; Darbah et al., 2007). Additional research reviewed here strengthens the evidence that ozone affects plant reproduction, including newly summarized ozone response across species for a suite of reproductive metrics (Leisner and Ainsworth, 2012). New experiments have also isolated the effects of ozone on specific reproductive tissues and relative to reproductive developmental events. This evidence reinforces the previous understanding of the biological mechanisms for effects which are classified as either ""direct"" from exposure of reproductive tissues to ozone or ""indirect"" from reduction in photosynthesis that results in fewer total available resources to invest in flowers or seeds (Figure 8-2)."
2806,1508492,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"U.S. EPA, 2013","In the 2013 Ozone ISA, there was no determination of causality for plant phenology (i.e., timing of flowering or germination) or mortality (U.S. EPA, 2013). Black et al. (2000) reviewed the effects of ozone on the timing of flowering and germination, noting that responses vary considerably across species. Since then, new studies on the effects of ozone on phenology have been published, and those studies continue to show less consistent results than the studies on plant reproduction. With respect to plant mortality, the 2006 Ozone AQCD and 2013 Ozone ISA included studies identifying ozone as a contributor to tree mortality, however causality was not assessed (U.S. EPA, 2013, 2006). Additional studies are reviewed here (Table 8-8), including one large multivariate analysis that showed ozone significantly increases mortality of trees in 7 out of 10 plant functional types that make up eastern and central U.S. forests (Dietze and Moorcroft, 2011)."
2807,36322,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,Black et al. (2000),"In the 2013 Ozone ISA, there was no determination of causality for plant phenology (i.e., timing of flowering or germination) or mortality (U.S. EPA, 2013). Black et al. (2000) reviewed the effects of ozone on the timing of flowering and germination, noting that responses vary considerably across species. Since then, new studies on the effects of ozone on phenology have been published, and those studies continue to show less consistent results than the studies on plant reproduction. With respect to plant mortality, the 2006 Ozone AQCD and 2013 Ozone ISA included studies identifying ozone as a contributor to tree mortality, however causality was not assessed (U.S. EPA, 2013, 2006). Additional studies are reviewed here (Table 8-8), including one large multivariate analysis that showed ozone significantly increases mortality of trees in 7 out of 10 plant functional types that make up eastern and central U.S. forests (Dietze and Moorcroft, 2011)."
2808,1508492,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"U.S. EPA, 2013","In the 2013 Ozone ISA, there was no determination of causality for plant phenology (i.e., timing of flowering or germination) or mortality (U.S. EPA, 2013). Black et al. (2000) reviewed the effects of ozone on the timing of flowering and germination, noting that responses vary considerably across species. Since then, new studies on the effects of ozone on phenology have been published, and those studies continue to show less consistent results than the studies on plant reproduction. With respect to plant mortality, the 2006 Ozone AQCD and 2013 Ozone ISA included studies identifying ozone as a contributor to tree mortality, however causality was not assessed (U.S. EPA, 2013, 2006). Additional studies are reviewed here (Table 8-8), including one large multivariate analysis that showed ozone significantly increases mortality of trees in 7 out of 10 plant functional types that make up eastern and central U.S. forests (Dietze and Moorcroft, 2011)."
2809,88089,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,2006,"In the 2013 Ozone ISA, there was no determination of causality for plant phenology (i.e., timing of flowering or germination) or mortality (U.S. EPA, 2013). Black et al. (2000) reviewed the effects of ozone on the timing of flowering and germination, noting that responses vary considerably across species. Since then, new studies on the effects of ozone on phenology have been published, and those studies continue to show less consistent results than the studies on plant reproduction. With respect to plant mortality, the 2006 Ozone AQCD and 2013 Ozone ISA included studies identifying ozone as a contributor to tree mortality, however causality was not assessed (U.S. EPA, 2013, 2006). Additional studies are reviewed here (Table 8-8), including one large multivariate analysis that showed ozone significantly increases mortality of trees in 7 out of 10 plant functional types that make up eastern and central U.S. forests (Dietze and Moorcroft, 2011)."
2810,2043168,8.4,8,4,.,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",,,,,"Dietze and Moorcroft, 2011","In the 2013 Ozone ISA, there was no determination of causality for plant phenology (i.e., timing of flowering or germination) or mortality (U.S. EPA, 2013). Black et al. (2000) reviewed the effects of ozone on the timing of flowering and germination, noting that responses vary considerably across species. Since then, new studies on the effects of ozone on phenology have been published, and those studies continue to show less consistent results than the studies on plant reproduction. With respect to plant mortality, the 2006 Ozone AQCD and 2013 Ozone ISA included studies identifying ozone as a contributor to tree mortality, however causality was not assessed (U.S. EPA, 2013, 2006). Additional studies are reviewed here (Table 8-8), including one large multivariate analysis that showed ozone significantly increases mortality of trees in 7 out of 10 plant functional types that make up eastern and central U.S. forests (Dietze and Moorcroft, 2011)."
2811,4248308,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Yang et al. (2017),"The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
2812,3015566,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Tetteh et al. (2015),"The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
