,header_num,header_text,ref_text,hero_id,REFERENCE_ID,PMID,WOSID,DOI,TITLE,AUTHORS,YEAR,ABSTRACT
5269,9.4.2.1,Biomonitoring,"Heggestad, 1991: http://hero.epa.gov/index.cfm?action=search.view&reference_id=42533",42533,42533,15092056.0,WOS:A1991GN74200001,10.1016/0269-7491(91)90076-9,"Origin of Bel-W3, Bel-C and Bel-B tobacco varieties and their use as indicators of ozone","Heggestad, HE",1991.0,"Since 1962, the tobacco variety Bel-W3 (Nicotiana tabacum L.), has been used in many countries as an indicator of the presence of phytotoxic concentrations of O(3). It is super-sensitive to O(3) and may produce easily recognizable symptoms for several weeks on the new, fully expanded leaves. Bel-B and Bel-C, tolerant and sensitive to O(3), respectively, are sometimes used along with Bel-W3. Information is provided on the origin and nature of these varieties. This includes their use as indicators of elevated O(3) concentrations, strength and limitations, and the inheritance and nature of resistance to O(3) in Bel-B. The varieties were the product of research initiated in 1957 to determine the cause and to reduce losses from tobacco weather fleck. Bel-C and Bel-B display the classical upper leaf surface injury; whereas, Bel-W3 develops primarily bifacial lesions. Data are provided to show differences in the amounts of acute and chronic injury on each variety when exposed to different O(3) exposure doses in controlled environments and under field conditions. There is discussion of the influence of environmental factors on response to O(3) by the varieties and the possibility of synergistic action of O(3) and SO(3) when tobacco is exposed to mixtures of these gases. The methods and results obtained with Bel-W3 in the Dutch National Monitoring Network for Air Pollution are presented in detail. Use of Bel-W3 world-wide as an indicator of elevated O(3) concentrations has been a significant factor in increasing the awareness of O(3) as a pollutant."
5270,9.4.2.1,Biomonitoring,"Krupa et al., 2001: http://hero.epa.gov/index.cfm?action=search.view&reference_id=40430",40430,40430,11291436.0,WOS:000167622400002,10.1016/S0269-7491(00)00228-1,Use of passive ambient ozone (O3) samplers in vegetation effects assessment,"Krupa, SV; Nosal, M; Peterson, DL",2001.0,"A stochastistic, Weibull probability model was developed and verified to simulate the underlying frequency distributions of hourly ozone (O3) concentrations (exposure dynamics) using the single, weekly mean values obtained from a passive (sodium nitrite absorbent) sampler. The simulation was based on the data derived from a co-located continuous monitor. Although at the moment the model output may be considered as being specific to the elevation and location of the study site, the results were extremely good. This effort for the approximation of the O3 exposure dynamics can be extended to other sites with similar data sets and in developing a generalized understanding of the stochastic O3 exposureuplant response relationships, conferring measurable benefits to the future use of passive O3 samplers, in the absence of continuous monitoring."
5275,9.4.2.1,Biomonitoring,"Davis and Orendovici, 2006: http://hero.epa.gov/index.cfm?action=search.view&reference_id=93293",93293,93293,16458398.0,WOS:000238806200019,10.1016/j.envpol.2005.10.051,"Incidence of ozone symptoms on vegetation within a National Wildlife Refuge in New Jersey, USA","Davis, DD; Orendovici, T",2006.0,"During 1993-1996 and 2001-2003, we evaluated the percentage of plants (incidence) exhibiting ozone-induced foliar symptoms on vegetation within a National Wildlife Refuge located along the Atlantic Ocean coast of New Jersey, USA. Incidence varied among plant species and years. Bioindicator plants most sensitive to ozone, across all years, included native common milkweed (Asclepias syriaca) and wild grape (Vitis spp.), as well as introduced tree-of-heaven (Ailanthus altissima). Less sensitive bioindicators included Virginia creeper (Parthenocissus quinquefolia) and winged sumac (Rhus coppolina). Black cherry (Prunus serotina) and sassafras (Sassafras albidum) were least sensitive. The greatest incidence of ozone symptoms, across all plant species, occurred in 1996, followed by 2001 > 1995 > 1994 > 1993 > 2003 > 2002. A model was developed that showed a statistically significant relationship between incidence of ozone symptoms and the following parameters: plant species, Palmer Drought Severity Index, and the interaction of W126 I N100 measures of ambient ozone."
5276,9.4.2.1,Biomonitoring,"Coulston et al., 2003: http://hero.epa.gov/index.cfm?action=search.view&reference_id=41871",41871,41871,12691526.0,WOS:000181235200001,10.1023/A:1022578506736,Regional assessment of ozone sensitive tree species using bioindicator plants,"Coulston, JW; Smith, GC; Smith, WD",2003.0,"Tropospheric ozone occurs at phytotoxic levels in the northeastern and mid-Atlantic regions of the United States. Quantifying possible regional-scale impacts of ambient ozone on forest tree species is difficult and is confounded by other factors, such as moisture and light, which influence the uptake of ozone by plants. Biomonitoring provides an approach to document direct foliar injury irrespective of direct measure of ozone uptake. We used bioindicator and field plot data from the USDA Forest Service to identify tree species likely to exhibit regional-scale ozone impacts. Approximately 24% of sampled sweetgum (Liquidambar styraciflua), 15% of sampled loblolly pine (Pinus taeda), and 12% of sampled black cherry (Prunus serotina) trees were in the highest risk category. Sweetgum and loblolly pine trees were at risk on the coastal plain ofMaryland, Virginia and Delaware. Black cherry trees were at risk on the Allegheny Plateau (Pennsylvania), in the Allegheny Mountains (Pennsylvania, West Virginia, and Maryland) as well as coastal plain areas of Maryland and Virginia. Our findings indicate a need for more in-depth study of actual impacts on growth and reproduction of these three species."
5280,9.4.2.1,Biomonitoring,2007: http://hero.epa.gov/index.cfm?action=search.view&reference_id=93289,93289,93289,17644227.0,WOS:000250042100010,10.1016/j.envpol.2007.04.022,Assessing the risk of foliar injury from ozone on vegetation in parks in the US National Park Service's Vital Signs Network,"Kohut, R",2007.0,"The risk of ozone injury to plants was assessed in support of the National Park Service's Vital Signs Monitoring Network program. The assessment examined bioindicator species, evaluated levels of ozone exposure, and investigated soil moisture conditions during periods of exposure for a 5-year period in each park. The assessment assigned each park a risk rating of high, moderate, or low. For the 244 parks for which assessments were conducted, the risk of foliar injury was high in 65 parks, moderate in 46 parks, and low in 131 parks. Among the well-known parks with a high risk of ozone injury are Gettysburg, Valley Forge, Delaware Water Gap, Cape Cod, Fire Island, Antietam, Harpers Ferry, Manassas, Wolf Trap Farm Park, Mammoth Cave, Shiloh, Sleeping Bear Dunes, Great Smoky Mountains, Joshua Tree, Sequoia and Kings Canyon, and Yosemite."
5285,9.4.2.1,Biomonitoring,"Gül et al., 2011: http://hero.epa.gov/index.cfm?action=search.view&reference_id=757776",757776,757776,21695031.0,WOS:000289970800010,10.3390/ijerph8041110,Respiratory health symptoms among students exposed to different levels of air pollution in a Turkish city,"Gul, H; Gaga, EO; Do?ero?lu, T; Ozden, O; Ayvaz, O; Ozel, S; Gungor, G",2011.0,"In this study, we aimed to investigate the frequency of respiratory health symptoms among high school students attending schools at industrial, urban and rural areas in a Turkish city. Three schools located in different zones of the city having different pollution characteristics were chosen based on the pollutant distribution maps using Geographical Information Systems (GIS) software. A cross-sectional survey was performed among 667 high school students in the schools. Outdoor and indoor nitrogen dioxide (NO(2)) and ozone (O(3)) concentrations were also measured by passive samplers in the same schools to investigate possible routes of exposure. Chronic pulmonary disease (OR = 1.49; 95%CI: 1.11-1.99; p = 0.008), tightness in the chest (OR = 1.57; 95%CI: 1.22-2.02; p = 0.001), morning cough (OR = 1.81 95%CI: 1.19-2.75; p = 0.006) were higher among students in the industrial zone where nitrogen dioxide and ozone levels were also highest. There were no indoor sources of nitrogen dioxide and ozone exists in the schools except for the dining hall. As a conclusion, this study has noticed that air pollution and respiratory health problems among high school students are high in industrial zones and the use of passive samplers combined with GIS is an effective tool that may be used by public health researchers to identify pollutant zones and persons at risk."
5286,9.4.2.1,Biomonitoring,"Geiser and Neitlich, 2007: http://hero.epa.gov/index.cfm?action=search.view&reference_id=91421",91421,91421,16777297.0,WOS:000242348600025,10.1016/j.envpol.2006.03.024,Air pollution and climate gradients in western Oregon and Washington indicated by epiphytic macrolichens,"Geiser, LH; Neitlich, PN",2007.0,"Human activity is changing air quality and climate in the US Pacific Northwest. In a first application of non-metric multidimensional scaling to a large-scale, framework dataset, we modeled lichen community response to air quality and climate gradients at 1416 forested 0.4 ha plots. Model development balanced polluted plots across elevation, forest type and precipitation ranges to isolate pollution response. Air and climate scores were fitted for remaining plots, classed by lichen bioeffects, and mapped. Projected 2040 temperatures would create climate zones with no current analogue. Worst air scores occurred in urban-industrial and agricultural valleys and represented 24% of the landscape. They were correlated with: absence of sensitive lichens, enhancement of nitrophilous lichens, mean wet deposition of ammonium > 0.06 mg l(-1), lichen nitrogen and sulfur concentrations > 0.6% and 0.07%, and SO2 levels harmful to sensitive lichens. The model can detect changes in air quality and climate by scoring re-measurements."
5297,9.4.3.1,Plant Growth and Biomass Allocation,"Darbah et al., 2008: http://hero.epa.gov/index.cfm?action=search.view&reference_id=196890",196890,196890,18355950.0,WOS:000259729300007,10.1016/j.envpol.2008.01.033,Effects of decadal exposure to interacting elevated CO2 and/or O-3 on paper birch (Betula papyrifera) reproduction,"Darbah, JNT; Kubiske, ME; Nelson, N; Oksanen, E; Vapaavuori, E; Kamosky, DF",2008.0,"We studied the effects of long-term exposure (nine years) of birch (Benda papyrifera) trees to elevated CO2 and/or O-3 on reproduction and seedling development at the Aspen FACE (Free-Air Carbon Dioxide Enrichment) site in Rhinelander, WI. We found that elevated CO, increased both the number of trees that flowered and the quantity of flowers (260% increase in male flower production), increased seed weight, germination rate, and seedling vigor. Elevated O-3 also increased flowering but decreased seed weight and germination rate. In the combination treatment (elevated CO2 + O-3) seed weight is decreased (20% reduction) While germination rate was unaffected. The evidence from this study indicates that elevated CO2 may have a largely positive impact oil forest tree reproduction and regeneration while elevated O-3 Will likely have a negative impact. (C) 2008 Elsevier Ltd. All rights reserved."
5301,9.4.3.1,Plant Growth and Biomass Allocation,"Riikonen et al., 2008: http://hero.epa.gov/index.cfm?action=search.view&reference_id=191258",191258,191258,18055435.0,WOS:000253056200009,10.1093/treephys/28.2.243,Carbon gain and bud physiology in Populus tremuloides and Betula papyrifera grown under long-term exposure to elevated concentrations of CO2 and O3,"Riikonen, J; Kets, K; Darbah, J; Oksanen, E; Sober, A; Vapaavuori, E; Kubiske, ME; Nelson, N; Karnosky, DF",2008.0,"Paper birch (Betula papyrifera Marsh.) and three trembling aspen clones (Populus tremuloides Michx.) were studied to determine if alterations in carbon gain in response to an elevated concentration of CO2 ([CO2]) or 03 ([03]) or a combination of both affected bud size and carbohydrate composition in autumn, and early leaf development in the following spring. The trees were measured for gas exchange, leaf size, date of leaf abscission, size and biochemical characteristics of the overwintering buds and early leaf development during the 8th-9th year of free-air CO2 and O-3 exposure at the Aspen FACE site located near Rhinelander, WI. Net photosynthesis was enhanced 49-73% by elevated [CO2], and decreased 13-30% by elevated [O-3]. Elevated [CO2] delayed, and elevated [O-3] tended to accelerate, leaf abscission in autumn. Elevated [CO2] increased the ratio of monosaccharides to di- and oligosaccharides in aspen buds, which may indicate a lag in cold acclimation. The total carbon concentration in overwintering buds was unaffected by the treatments, although elevated [O-3] decreased the amount of starch by 16% in birch buds, and reduced the size of aspen buds, which may be related to the delayed leaf development in aspen during the spring. Elevated [CO2] generally ameliorated the effects of elevated [O-3]. Our results show that both elevated [CO2] and elevated [O-3] have the potential to alter carbon metabolism of overwintering buds. These changes may cause carry-over effects during the next growing season."
5304,9.4.3.1,Plant Growth and Biomass Allocation,"Darbah et al., 2007: http://hero.epa.gov/index.cfm?action=search.view&reference_id=93288",93288,93288,17450302.0,WOS:000245178400029,10.1100/tsw.2007.42,Impacts of elevated atmospheric CO2 and O3 on paper birch (Betula papyrifera): Reproductive fitness,"Darbah, JNT; Kubiske, ME; Neilson, N; Oksanen, E; Vaapavuori, E; Karnosky, DF",2007.0,"Atmospheric CO2 and tropospheric O3 are rising in many regions of the world. Little is known about how these two commonly co-occurring gases will affect reproductive fitness of important forest tree species. Here, we report on the long-term effects of CO2 and O3 for paper birch seedlings exposed for nearly their entire life history at the Aspen FACE (Free Air Carbon Dioxide Enrichment) site in Rhinelander, WI. Elevated CO2 increased both male and female flower production, while elevated O3 increased female flower production compared to trees in control rings. Interestingly, very little flowering has yet occurred in combined treatment. Elevated CO2 had significant positive effect on birch catkin size, weight, and germination success rate (elevated CO2 increased germination rate of birch by 110% compared to ambient CO2 concentrations, decreased seedling mortality by 73%, increased seed weight by 17%, increased root length by 59%, and root-to-shoot ratio was significantly decreased, all at 3 weeks after germination), while the opposite was true of elevated O3 (elevated O3 decreased the germination rate of birch by 62%, decreased seed weight by 25%, and increased root length by 15%). Under elevated CO2, plant dry mass increased by 9 and 78% at the end of 3 and 14 weeks, respectively. Also, the root and shoot lengths, as well as the biomass of the seedlings, were increased for seeds produced under elevated CO2, while the reverse was true for seedlings from seeds produced under the elevated O3. Similar trends in treatment differences were observed in seed characteristics, germination, and seedling development for seeds collected in both 2004 and 2005. Our results suggest that elevated CO2 and O3 can dramatically affect flowering, seed production, and seed quality of paper birch, affecting reproductive fitness of this species."
5308,9.4.3.1,Plant Growth and Biomass Allocation,"Kubiske et al., 2007: http://hero.epa.gov/index.cfm?action=search.view&reference_id=191336",191336,191336,17236101.0,WOS:000245251400017,10.1055/s-2006-924760,Effects of elevated atmospheric CO2 and/or O3 on intra- and interspecific competitive ability of aspen,"Kubiske, ME; Quinn, VS; Marquardt, PE; Karnosky, DF",2007.0,"Three model communities of trembling aspen (mono-culture, and mixed with either paper birch or sugar maple) were grown for seven years in elevated atmospheric CO2 and O-3 using Free Air CO2 Enrichment (FACE) technology. We utilized trends in species' importance, calculated as an index of volume growth and survival, as indications of shifting community composition. For the pure aspen communities, different clones emerged as having the highest change in relative importance values depending on the pollutant exposure. In the control and elevated CO2 treatments, clone 42E was rapidly becoming the most successful clone while under elevated O-3, clone 8L emerged as the dominant clone. In fact, growth of clone 8L was greater in the elevated O-3 treatment compared to controls. For the mixed aspen-birch community, importance of aspen and birch changed by -16% and +62%, respectively, in the controls. in the treatments, however, importance of aspen and birch changed by -27% and +87%, respectively, in elevated O-3, and by -10% and +45%, respectively, in elevated CO2. Thus, the presence of elevated O-3 hastened conversion of stands to paper birch, whereas the presence of elevated CO2 delayed it. Relative importance of aspen and maple changed by -2% and +3%, respectively, after seven years in the control treatments. But in elevated O-3, relative importance of aspen and maple changed by -2% and +5%, respectively, and in elevated CO2 by +9 and -20%, respectively. Thus, elevated O-3 slightly increases the rate of conversion of aspen stands to sugar maple, but maple is placed at a competitive disadvantage to aspen under elevated CO2."
5316,9.4.3.1,Plant Growth and Biomass Allocation,"King et al., 2005: http://hero.epa.gov/index.cfm?action=search.view&reference_id=191701",191701,191701,16313645.0,WOS:000233149200014,10.1111/j.1469-8137.2005.01557.x,"Tropospheric O3 compromises net primary production in young stands of trembling aspen, paper birch and sugar maple in response to elevated atmospheric CO2","King, JS; Kubiske, ME; Pregitzer, KS; Hendrey, GR; Mcdonald, EP; Giardina, CP; Quinn, VS; Karnosky, DF",2005.0,"Concentrations of atmospheric CO2 and tropospheric ozone (O-3) are rising concurrently in the atmosphere, with potentially antagonistic effects on forest net primary production (NPP) and implications for terrestrial carbon sequestration. Using free-air CO2 enrichment (FACE) technology, we exposed north-temperate forest communities to concentrations of CO2 and O-3 predicted for the year 2050 for the first 7 yr of stand development. Site-specific allometric equations were applied to annual nondestructive growth measurements to estimate above- and below-ground biomass and NPP for each year of the experiment. Relative to the control, elevated CO2 increased total biomass 25, 45 and 60% in the aspen, aspen-birch and aspen-maple communities, respectively. Tropospheric O-3 caused 23, 13 and 14% reductions in total biomass relative to the control in the respective communities. Combined fumigation resulted in total biomass response of -7.8, +8.4 and +24.3% relative to the control in the aspen, aspen-birch and aspen-sugar maple communities, respectively. These results indicate that exposure to even moderate levels of O-3 significantly reduce the capacity of NPP to respond to elevated CO2 in some forests."
5329,9.4.3.1,Plant Growth and Biomass Allocation,"Jones et al., 2010: http://hero.epa.gov/index.cfm?action=search.view&reference_id=567354",567354,567354,19744756.0,WOS:000274321600029,10.1016/j.envpol.2009.08.002,Nitrogen mediates above-ground effects of ozone but not below-ground effects in a rhizomatous sedge,"Jones, MLM; Hodges, G; Mills, G",2010.0,"Ozone and atmospheric nitrogen are co-occurring pollutants with adverse effects on natural grassland vegetation. Plants of the rhizomatous sedge Carex arenaria were exposed to four ozone regimes representing increasing background concentrations (background-peak): 10-30, 35-55, 60-80 and 85-105A ppb ozone at two nitrogen levels: 12 and 100A kgA NA ha-1A yr-1. Ozone increased the number and proportion of senesced leaves, but not overall leaf number. There was a clear nitrogenA ??A ozone interaction with high nitrogen reducing proportional senescence in each treatment and increasing the ozone dose (AOT40) at which enhanced senescence occurred. Ozone reduced total biomass due to significant effects on root biomass. There were no interactive effects on shoot:root ratio. Rhizome tissue N content was increased by both nitrogen and ozone. Results suggest that nitrogen mediates above-ground impacts of ozone but not impacts on below-ground resource translocation. This may lead to complex interactive effects between the two pollutants on natural vegetation."
5331,9.4.3.1,Plant Growth and Biomass Allocation,"Andersen et al., 2010: http://hero.epa.gov/index.cfm?action=search.view&reference_id=628559",628559,628559,20965106.0,WOS:000280571500013,10.1016/j.envpol.2010.05.008,"Below-ground carbon allocation in mature beech and spruce trees following long-term, experimentally enhanced O3 exposure in southern Germany","Andersen, CP; Ritter, W; Gregg, J; Matyssek, R; Grams, TEE",2010.0,"Canopies of adult European beech (Fagus sylvatica) and Norway spruce (Picea abies) were labeled with CO2 depleted in 13C to evaluate carbon allocation belowground. One-half the trees were exposed to elevated O3 for 6 yrs prior to and during the experiment. Soil-gas sampling wells were placed at 8 and 15 cm and soil CO2 was sampled during labeling in mid-late August, 2006. In beech, ?13CO2  at both depths decreased approximately 50 h after labeling, reflecting rapid translocation of fixed C to roots and release through respiration. In spruce, label was detected in fine-root tissue, but there was no evidence of label in ?13CO2. The results show that C fixed in the canopy rapidly reaches respiratory pools in beech roots, and suggest that spruce may allocate very little of recently-fixed carbon into root respiration during late summer. A change in carbon allocation belowground due to long-term O3 exposure was not observed.  Below-ground carbon allocation in mature beech and spruce exposed to ozone."
5333,9.4.3.1,Plant Growth and Biomass Allocation,"Phillips et al., 2009: http://hero.epa.gov/index.cfm?action=search.view&reference_id=199802",199802,199802,19415339.0,WOS:000267165500019,10.1007/s00442-009-1339-4,Elevated CO2 and O3 effects on fine-root survivorship in ponderosa pine mesocosms,"Phillips, DL; Johnson, MG; Tingey, DT; Storm, MJ",2009.0,"Atmospheric carbon dioxide (CO(2)) and ozone (O(3)) concentrations are rising, which may have opposing effects on tree C balance and allocation to fine roots. More information is needed on interactive CO(2) and O(3) effects on roots, particularly fine-root life span, a critical demographic parameter and determinant of soil C and N pools and cycling rates. We conducted a study in which ponderosa pine (Pinus ponderosa) seedlings were exposed to two levels of CO(2) and O(3) in sun-lit controlled-environment mesocosms for 3 years. Minirhizotrons were used to monitor individual fine roots in three soil horizons every 28 days. Proportional hazards regression was used to analyze effects of CO(2), O(3), diameter, depth, and season of root initiation on fine-root survivorship. More fine roots were produced in the elevated CO(2) treatment than in ambient CO(2). Elevated CO(2), increasing root diameter, and increasing root depth all significantly increased fine-root survivorship and median life span. Life span was slightly, but not significantly, lower in elevated O(3), and increased O(3) did not reduce the effect of elevated CO(2). Median life spans varied from 140 to 448 days depending on the season of root initiation. These results indicate the potential for elevated CO(2) to increase the number of fine roots and their residence time in the soil, which is also affected by root diameter, root depth, and phenology."
5334,9.4.3.1,Plant Growth and Biomass Allocation,"Pregitzer et al., 2008: http://hero.epa.gov/index.cfm?action=search.view&reference_id=191677",191677,191677,18643941.0,WOS:000259576100017,10.1111/j.1469-8137.2008.02564.x,"Soil respiration, root biomass, and root turnover following long-term exposure of northern forests to elevated atmospheric Co-2 and tropospheric O-3","Pregitzer, KS; Burton, AJ; King, JS; Zak, DR",2008.0,"The Rhinelander free-air CO2 enrichment (FACE) experiment is designed to understand ecosystem response to elevated atmospheric carbon dioxide (+CO2) and elevated tropospheric ozone (+O-3). The objectives of this study were: to understand how soil respiration responded to the experimental treatments; to determine whether fine-root biomass was correlated to rates of soil respiration; and to measure rates of fine-root turnover in aspen (Populus tremuloides) forests and determine whether root turnover might be driving patterns in soil respiration. Soil respiration was measured, root biomass was determined, and estimates of root production, mortality and biomass turnover were made. Soil respiration was greatest in the +CO2 and +CO2 +O-3 treatments across all three plant communities. Soil respiration was correlated with increases in fine-root biomass. In the aspen community, annual fine-root production and mortality (gm(-2)) were positively affected by +O-3. After 10 yr of exposure, +CO2 +O-3-induced increases in belowground carbon allocation suggest that the positive effects of elevated CO2 on belowground net primary productivity (NPP) may not be offset by negative effects of O-3. For the aspen community, fine-root biomass is actually stimulated by +O-3, and especially +CO2 +O-3."
5346,9.4.3.1,Plant Growth and Biomass Allocation,"Grebenc and Kraigher, 2007: http://hero.epa.gov/index.cfm?action=search.view&reference_id=191265",191265,191265,17006801.0,WOS:000245251400011,10.1055/s-2006-924489,Changes in the community of ectomycorrhizal fungi and increased fine root number under adult beech trees chronically fumigated with double ambient ozone concentration,"Grebenc, T; Kraigher, H",2007.0,"Forest soils are an important but under-studied part of forest ecosystems. The effects of O-3 on below-ground processes in a mature forest have only received limited attention so far. in our study, we have analysed the community of ectomy-corrhizal fungi and beech fine root dynamics over two growing seasons (2003-2004) in a 70-year old mixed spruce-beech forest stand, in which two groups of five adult beech trees were either fumigated by 2 x ambient ozone concentration or used as control. The main difference between previous studies and our approach was that previous studies were performed on seedlings in pot experiments or in closed or open top chambers, and not in situ, in a mature forest stand. Although beech is a relatively unresponsive species to tropospheric O-3, we found a pronounced effect of 2 x O-3 on the number of vital ectomycorrhizal root tips and non-turgescent fine roots. Both categories of roots were significantly increased when compared to controls in two consecutive years at each sampling event. The number of types of ectomycorrhizae and species richness increased in 2004, but not in the extremely dry year 2003. We hypothesised that the observed changes might be an expression of a transitional state in below-ground succession of niches caused by an O-3 induced effect on carbon allocation to roots and the rhizosphere. We have detected changes in ectomycorrhizal species level, however Shannon-Weavers species diversity index and percentage of types of ectomycorrhizae did not change significantly in any sampling year thus indicating our results cannot be unequivocally explained by summer drought in year 2003 or by O-3 exposure alone."
5348,9.4.3.1,Plant Growth and Biomass Allocation,"King et al., 2001: http://hero.epa.gov/index.cfm?action=search.view&reference_id=41751",41751,41751,28547473.0,WOS:000170392500011,,Fine-root biomass and fluxes of soil carbon in young stands of paper birch and trembling aspen as affected by elevated atmospheric CO2 and tropospheric O3,"King, JS; Pregitzer, KS; Zak, DR; Sober, J; Isebrands, JG; Dickson, RE; Hendrey, GR; Karnosky, DF",2001.0,"Rising atmospheric CO2 may stimulate future forest productivity, possibly increasing carbon storage in terrestrial ecosystems, but how tropospheric ozone will modify this response is unknown. Because of the importance of fine roots to the belowground C cycle, we monitored fine-root biomass and associated C fluxes in regenerating stands of trembling aspen, and mixed stands of trembling aspen and paper birch at FACTS-II, the Aspen FACE project in Rhinelander, Wisconsin. Free-air CO2 enrichment (FACE) was used to elevate concentrations of CO2 (average enrichment concentration 535 Al l-1) and O3 (53 nl l-1) in developing forest stands in 1998 and 1999. Soil respiration, soil pCO2, and dissolved organic carbon in soil solution (DOC) were monitored biweekly. Soil respiration was measured with a portable infrared gas analyzer. Soil pCO2 and DOC samples were collected from soil gas wells and tension lysimeters, respectively, at depths of 15, 30, and 125 cm. Fine-root biomass averaged 263 g m-2 in control plots and increased 96% under elevated CO2. The increased root biomass was accompanied by a 39% increase in soil respiration and a 27% increase in soil pCO2. Both soil respiration and pCO2 exhibited a strong seasonal signal, which was positively correlated with soil temperature. DOC concentrations in soil solution averaged ~12 mg l-1 in surface horizons, declined with depth, and were little affected by the treatments. A simplified belowground C budget for the site indicated that native soil organic matter still dominated the system, and that soil respiration was by far the largest flux. Ozone decreased the above responses to elevated CO2, but effects were rarely statistically significant. We conclude that regenerating stands of northern hardwoods have the potential for substantially greater C input to soil due to greater fine-root production under elevated CO2. Greater fine-root biomass will be accompanied by greater soil C efflux as soil respiration, but leaching losses of C will probably be unaffected."
5354,9.4.3.1,Plant Growth and Biomass Allocation,"Zak et al., 2007: http://hero.epa.gov/index.cfm?action=search.view&reference_id=191239",191239,191239,18027765.0,WOS:000250714200023,,Atmospheric CO2 and O3 alter the flow of N15 in developing forest ecosystems,"Zak, DR; Holmes, WE; Pregitzer, KS",2007.0,"Anthropogenic O-3 and CO2-induced declines in soil N availability could counteract greater plant growth in a CO2-enriched atmosphere, thereby reducing net primary productivity (NPP) and the potential of terrestrial ecosystems to sequester anthropogenic CO2. Presently, it is uncertain how increasing atmospheric CO2 and O-3 will alter plant N demand and the acquisition of soil N by plants as well as the microbial supply of N from soil organic matter. To address this uncertainty, we initiated an ecosystem-level N-15 tracer experiment at the Rhinelander (Wisconsin, USA) free air CO2-O-3 enrichment (FACE) facility to understand how projected increases in atmospheric CO2 and O-3 alter the distribution and flow of N in developing northern temperate forests. Tracer amounts of (NH4+)-N-15 were applied to the forest floor of developing Populus tremuloides and P. tremuloides - Betula papyrifera communities that have been exposed to factorial CO2 and O-3 treatments for seven years. One year after isotope addition, both forest communities exposed to elevated CO2 obtained greater amounts of N-15 (29%) and N (40%) from soil, despite no change in soil N availability or plant N-use efficiency. As such, elevated CO2 increased the ability of plants to exploit soil for N, through the development of a larger root system. Conversely, elevated O-3 decreased the amount of N-15 (-15%) and N (-29%) in both communities, a response resulting from lower rates of photosynthesis, decreases in growth, and smaller root systems that acquired less soil N. Neither CO2 nor O-3 altered the amount of N or N-15 recovery in the forest floor, microbial biomass, or soil organic matter. Moreover, we observed no interaction between CO2 and O-3 on the amount of N or N-15 in any ecosystem pool, suggesting that O-3 could exert a negative effect regardless of CO2 concentration. In a CO2-enriched atmosphere, greater belowground growth and a more thorough exploitation of soil for growth-limiting N is an important mechanism sustaining the enhancement of NPP in developing forests (0-8 years following establishment). However, as CO2 accumulates in the Earth's atmosphere, future O-3 concentrations threaten to diminish the enhancement of plant growth, decrease plant N acquisition, and lessen the storage of anthropogenic C in temperate forests."
5356,9.4.3.1,Plant Growth and Biomass Allocation,"Matyssek et al., 2010: http://hero.epa.gov/index.cfm?action=search.view&reference_id=628553",628553,628553,20570421.0,WOS:000280571500001,10.1016/j.envpol.2010.05.009,Enhanced ozone strongly reduces carbon sink strength of adult beech (Fagus sylvatica): Resume from the free-air fumigation study at Kranzberg Forest,"Matyssek, R; Wieser, G; Ceulemans, R; Rennenberg, H; Pretzsch, H; Haberer, K; Low, M; Nunn, AJ; Werner, H; Wipfler, P; Obwald, W; Nikolova, P; Hanke, DE; Kraigher, H; Tausz, M; Bahnweg, G; Kitao, M; Dieler, J; Sandermann, H; Herbinger, K; Grebenc, T; Blumenrother, M; Deckmyn, G; Grams, TEE; Heerdt, C; Leuchner, M; Fabian, P; Haberle, KH",2010.0,"Ground-level ozone (O3) has gained awareness as an agent of climate change. In this respect, key results are comprehended from a unique 8-year free-air O3-fumigation experiment, conducted on adult beech (Fagus sylvatica) at Kranzberg Forest (Germany). A novel canopy O3 exposure methodology was employed that allowed whole-tree assessment in situ  under twice-ambient O3 levels. Elevated O3 significantly weakened the C sink strength of the tree?soil system as evidenced by lowered photosynthesis and 44% reduction in whole-stem growth, but increased soil respiration. Associated effects in leaves and roots at the gene, cell and organ level varied from year to year, with drought being a crucial determinant of O3 responsiveness. Regarding adult individuals of a late-successional tree species, empirical proof is provided first time in relation to recent modelling predictions that enhanced ground-level O3 can substantially mitigate the C sequestration of forests in view of climate change.  Empirical proof corroborates substantial mitigation of carbon sequestration in the tree?soil system of a forest site under enhanced O3 impact for adult beech."
