REFERENCE_ID,PMID,WOSID,DOI,TITLE,AUTHORS,YEAR,ABSTRACT,header_num_2013,header_text_2013,header_num_2020,header_text_2020
2526768,25324558,WOS:000344773900003,10.1093/aje/kwu234,Air pollution and acute respiratory infections among children 0-4 years of age: an 18-year time-series study,"Darrow, LA; Klein, M; Flanders, WD; Mulholland, JA; Tolbert, PE; Strickland, MJ",2014,"Upper and lower respiratory infections are common in early childhood and may be exacerbated by air pollution. We investigated short-term changes in ambient air pollutant concentrations, including speciated particulate matter less than 2.5 ?m in diameter (PM2.5), in relation to emergency department (ED) visits for respiratory infections in young children. Daily counts of ED visits for bronchitis and bronchiolitis (n = 80,399), pneumonia (n = 63,359), and upper respiratory infection (URI) (n = 359,246) among children 0-4 years of age were collected from hospitals in the Atlanta, Georgia, area for the period 1993-2010. Daily pollutant measurements were combined across monitoring stations using population weighting. In Poisson generalized linear models, 3-day moving average concentrations of ozone, nitrogen dioxide, and the organic carbon fraction of particulate matter less than 2.5 ?m in diameter (PM2.5) were associated with ED visits for pneumonia and URI. Ozone associations were strongest and were observed at low (cold-season) concentrations; a 1-interquartile range increase predicted a 4% increase (95% confidence interval: 2%, 6%) in visits for URI and an 8% increase (95% confidence interval: 4%, 13%) in visits for pneumonia. Rate ratios tended to be higher in the 1- to 4-year age group compared with infants. Results suggest that primary traffic pollutants, ozone, and the organic carbon fraction of PM2.5 exacerbate upper and lower respiratory infections in early life, and that the carbon fraction of PM2.5 is a particularly harmful component of the ambient particulate matter mixture.",0,0,3.1.7.1,Epidemiologic Studies
2527127,15092228,WOS:A1990ED96100001,10.1016/0269-7491(90)90146-4,"YIELD LOSS ASSESSMENTS FOR CULTIVARS OF BROCCOLI, LETTUCE, AND ONION EXPOSED TO OZONE","Temple, PJ; Jones, TE; Lennox, RW",1990,,0,0,8.13.2,Exposure Response
2527240,,WOS:000083182900026,,Responses of young trees (five species in a chamber exposure) to near-ambient ozone concentrations,"Gunthardt-Goerg, MS; Maurer, S; Bolliger, J; Clark, AJ; Landolt, W; Bucher, JB",1999,"This investigation is intended to add to the quantitative information about the sensitivity of European deciduous tree species to environmentally realistic ozone (O(3)) exposure in respect to the established critical level of an AOT40 of 10 ppm.h (6-month growing season, daylight hours). Cuttings (without leaves) of Fagus sylvatica L., Sorbus aucuparia, L., Carpinus betulus L., Fraxinus excelsior L., and cuttings and seedlings of Prunus serotina Ehrh. were exposed during one growing season either to filtered air, to which 50 % of ambient O(3) concentration was added, or to 50 % + 30 ppb O(3), resulting in a final AOT40 of 0.3 and 20.7 ppm.h, respectively. The foliage formed per tree varied between and within the species, but was not significantly modified by O(3), whereas the number of symptomatic leaves per tree significantly increased in the 50 % + 30 ppb O(3) regime. By mid July light-green spots appeared in the leaves (except C. betulus), which developed into stippling (F. excelsior), red (P. serotina) or necrotic spots by September. The CO(2)-assimilation rate decreased more with increasing visual symptoms (earliest in 20- day-old leaves) than with age-dependent leaf discoloration in F. sylvatica, F. excelsior, and P. serotina (not in C. betulus). The dark-adapted photosystem II quantum yield (Fv/Fm) slightly declined with leaf age, but a considerable reduction became apparent in 107-day-old leaves with O(3)-symptoms only. By late morning yield reduction in light-adapted leaves were exaggerated in such leaves from the 50 % + 30 ppb O(3) regime. The above mentioned responses were not reflected in significant changes of the net biomass production during the experiment. The critical level, therefore, is based on visual and functional symptoms rather than on production.",0,0,8.2,Visible Foliar Injury and Biomonitoring
2533410,25451016,WOS:000353403700004,10.1002/em.21921,Ozone inhalation leads to a dose-dependent increase of cytogenetic damage in human lymphocytes,"Holland, N; Dave, V; Venkat, S; Wong, H; Donde, A; Balmes, JR; Arjomandi, M",2014,"Ozone is an important constituent of ambient air pollution and represents a major public health concern. Oxidative injury due to ozone inhalation causes the generation of reactive oxygen species and can be genotoxic. To determine whether ozone exposure causes genetic damage in peripheral blood lymphocytes, we used a well-validated cytokinesis-block micronucleus Cytome assay. Frequencies of micronuclei (MN) and nucleoplasmic bridges (NB) were used as indicators of cytogenetic damage. Samples were obtained from 22 non-smoking healthy subjects immediately before and 24-hr after controlled 4-hr exposures to filtered air, 100 ppb, and 200 ppb ozone while exercising in a repeated-measure study design. Inhalation of ozone at different exposure levels was associated with a significant dose-dependent increase in MN frequency (P?&lt;?0.0001) and in the number of cells with more than one MN per cell (P?&lt;?0.0005). Inhalation of ozone also caused an increase in the number of apoptotic cells (P?=?0.002). Airway neutrophilia was associated with an increase in MN frequency (P?=?0.033) independent of the direct effects of ozone exposure (P?&lt;?0.0001). We also observed significant increases in both MN and NB frequencies after exercise in filtered air, suggesting that physical activity is also an important inducer of oxidative stress. These results corroborate our previous findings that cytogenetic damage is associated with ozone exposure, and show that damage is dose-dependent. Further study of ozone-induced cytogenetic damage in airway epithelial cells could provide evidence for the role of oxidative injury in lung carcinogenesis, and help to address the potential public health implications of exposures to oxidant environments. Environ. Mol. Mutagen., 2014. ? 2014 Wiley Periodicals, Inc.",0,0,3.1.4.4.1,Controlled Human Exposure Studies
2534377,25318591,WOS:000345872000001,10.1186/s12989-014-0054-4,Ozone co-exposure modifies cardiac responses to fine and ultrafine ambient particulate matter in mice: Concordance of electrocardiogram and mechanical responses,"Kurhanewicz, N; Mcintosh-Kastrinsky, R; Tong, H; Walsh, L; Farraj, A; Hazari, MS",2014,"BackgroundStudies have shown a relationship between air pollution and increased risk of cardiovascular morbidity and mortality. Due to the complexity of ambient air pollution composition, recent studies have examined the effects of co-exposure, particularly particulate matter (PM) and gas, to determine whether pollutant interactions alter (e.g. synergistically, antagonistically) the health response. This study examines the independent effects of fine (FCAPs) and ultrafine (UFCAPs) concentrated ambient particles on cardiac function, and determine the impact of ozone (O3) co-exposure on the response. We hypothesized that UFCAPs would cause greater decrement in mechanical function and electrical dysfunction than FCAPs, and that O3 co-exposure would enhance the effects of both particle-types.MethodsConscious/unrestrained radiotelemetered mice were exposed once whole-body to either 190 ?g/m3 FCAPs or 140 ?g/m3 UFCAPs with/without 0.3 ppm O3; separate groups were exposed to either filtered air (FA) or O3 alone. Heart rate (HR) and electrocardiogram (ECG) were recorded continuously before, during and after exposure, and cardiac mechanical function was assessed using a Langendorff perfusion preparation 24 hrs post-exposure.ResultsFCAPs alone caused a significant decrease in baseline left ventricular developed pressure (LVDP) and contractility, whereas UFCAPs did not; neither FCAPs nor UFCAPs alone caused any ECG changes. O3 co-exposure with FCAPs caused a significant decrease in heart rate variability when compared to FA but also blocked the decrement in cardiac function. On the other hand, O3 co-exposure with UFCAPs significantly increased QRS-interval, QTc and non-conducted P-wave arrhythmias, and decreased LVDP, rate of contractility and relaxation when compared to controls.ConclusionsThese data suggest that particle size and gaseous interactions may play a role in cardiac function decrements one day after exposure. Although FCAPs?+?O3 only altered autonomic balance, UFCAPs?+?O3 appeared to be more serious by increasing cardiac arrhythmias and causing mechanical decrements. As such, O3 appears to interact differently with FCAPs and UFCAPs, resulting in varied cardiac changes, which suggests that the cardiovascular effects of particle-gas co-exposures are not simply additive or even generalizable. Additionally, the mode of toxicity underlying this effect may be subtle given none of the exposures described here impaired post-ischemia recovery.",0,0,3.1.4.4.2,Animal Toxicological Studies
2534436,25310992,WOS:000348357600020,10.3233/JAD-140855,"Ozone, particulate matter, and newly diagnosed alzheimer's disease: A population-based cohort study in Taiwan","Jung, CR; Lin, YT; Hwang, BF",2014,"Several studies with animal research associate air pollution in Alzheimer's disease (AD) neuropathology, but the actual impact of air pollution on the risk of AD is unknown. Here, this study investigates the association between long-term exposure to ozone (O3) and particulate matter (PM) with an aerodynamic diameter equal to or less than 2.5 ?m (PM2.5), and newly diagnosed AD in Taiwan. We conducted a cohort study of 95,690 individuals' age ? 65 during 2001-2010. We obtained PM10 and O3 data from Taiwan Environmental Protection Agency during 2000-2010. Since PM2.5 data is only accessible entirely after 2006, we used the mean ratio between PM2.5 and PM10 during 2006-2010 (0.57) to estimate the PM2.5 concentrations from 2000 to 2005. A Cox proportional hazards model was used to evaluate the associations between O3 and PM2.5 at baseline and changes of O3 and PM2.5 during the follow-up period and AD. The adjusted HR for AD was weakly associated with a raised concentration in O3 at baseline per increase of 9.63 ppb (adjusted HR 1.06, 95% confidence interval (CI) 1.00-1.12). Further, we estimated a 211% risk of increase of AD per increase of 10.91 ppb in O3 over the follow-up period (95% CI 2.92-3.33). We found a 138% risk of increase of AD per increase of 4.34 ?g/m3 in PM2.5 over the follow-up period (95% CI 2.21-2.56). These findings suggest long-term exposure to O3 and PM2.5 above the current US EPA standards are associated with increased the risk of AD.",0,0,7.2.2.4.1,Epidemiologic Studies
2534694,25277399,WOS:000350235900040,10.2337/db13-1181,Ozone exposure triggers insulin resistance through muscle c-Jun N-terminal Kinases (JNKs) activation,"Vella, RE; Pillon, NJ; Zarrouki, B; Croze, ML; Koppe, L; Guichardant, M; Pesenti, S; Chauvin, MA; Rieusset, J; Geloen, A; Soulage, CO",2014,"A growing body of evidence suggests that exposure to traffic-related air pollution is a risk factor for type 2 diabetes. Ozone, a major photochemical pollutant in urban areas, is negatively associated with fasting glucose and insulin levels but most aspects of this association remain to be elucidated. Using an environmentally realistic concentration (0.8 ppm), we demonstrated that exposition of rats to ozone induced whole body insulin resistance and oxidative stress, with associated endoplasmic reticulum (ER) stress, JNK activation and disruption of insulin signaling in skeletal muscle. Broncho-alveolar lavage fluids from ozone-treated rats reproduced this effect in C2C12 myotubes, suggesting that toxic lung mediators were responsible for the phenotype. Pre-treatments with the chemical chaperone 4-phenyl butyric acid, the JNK inhibitor SP600125 or the antioxidant N-acetylcysteine alleviated insulin resistance, demonstrating that ozone sequentially triggered oxidative stress, ER stress and JNK activation to impair insulin signaling in muscle. This study is the first report that ozone plays a causative role in the development of insulin resistance, suggesting that it could boost the development of diabetes. We therefore provide a potential mechanism linking pollutant exposure and the increased incidence of metabolic diseases.",0,0,5.1.2,Biological Plausibility
2534714,25277865,WOS:000346622800025,10.1016/j.envres.2014.08.024,The possible association between exposure to air pollution and the risk for congenital malformations,"Farhi, A; Boyko, V; Almagor, J; Benenson, I; Segre, E; Rudich, Y; Stern, E; Lerner-Geva, L",2014,"<strong>BACKGROUND: </strong>Over the last decade, there is growing evidence that exposure to air pollution may be associated with increased risk for congenital malformations.<br /><br /><strong>OBJECTIVES: </strong>To evaluate the possible association between exposures to air pollution during pregnancy and congenital malformations among infants born following spontaneously conceived (SC) pregnancies and assisted reproductive technology (ART) pregnancies.<br /><br /><strong>METHODS: </strong>This is an historical cohort study comprising 216,730 infants: 207,825 SC infants and 8905 ART conceived infants, during the periods 1997-2004. Air pollution data including sulfur dioxide (SO2), particulate matter <10?m (PM10), nitrogen oxides (NOx) and ozone (O3) were obtained from air monitoring stations database for the study period. Using a geographic information system (GIS) and the Kriging procedure, exposure to air pollution during the first trimester and the entire pregnancy was assessed for each woman according to her residential location. Logistic regression models with generalized estimating equation (GEE) approach were used to evaluate the adjusted risk for congenital malformations.<br /><br /><strong>RESULTS: </strong>In the study cohort increased concentrations of PM10 and NOx pollutants in the entire pregnancy were associated with slightly increased risk for congenital malformations: OR 1.06(95% CI, 1.01-1.11) for 10?g/m(3) increase in PM10 and OR 1.03(95% CI, 1.01-1.04) for 10ppb increase in NOx. Specific malformations were evident in the circulatory system (for PM10 and NOx exposure) and genital organs (for NOx exposure). SO2 and O3 pollutants were not significantly associated with increased risk for congenital malformations. In the ART group higher concentrations of SO2 and O3 in entire pregnancy were associated (although not significantly) with an increased risk for congenital malformations: OR 1.06(95% CI, 0.96-1.17) for 1ppb increase in SO2 and OR 1.15(95% CI, 0.69-1.91) for 10ppb increase in O3. CONCLUSIONS: Exposure to higher levels of PM10 and NOx during pregnancy was associated with an increased risk for congenital malformations. Specific malformations were evident in the circulatory system and genital organs. Among ART pregnancies possible adverse association of SO2 and O3 exposure was also observed. Further studies are warranted, including more accurate exposure assessment and a larger sample size for ART pregnancies, in order to confirm these findings.",0,0,7.4.1,Epidemiologic Studies
2535116,25226341,WOS:000345540700041,10.1016/j.envint.2014.08.015,The association between ambient air quality and cardiac rate and rhythm in ambulatory subjects,"Cakmak, S; Kauri, L; Shutt, R; Liu, L; Green, MS; Mulholland, M; Stieb, D; Dales, R",2014,"<strong>BACKGROUND: </strong>Acute increases in ambient air pollution have been associated with increased hospitalization for cardiac diseases and stroke. Triggering of cardiac arrhythmia by changes in air quality could theoretically predispose individuals to cardiac arrest or heart failure, or stroke through precipitation of atrial fibrillation. We investigated the association between air quality and cardiac rate and rhythm characteristics measured by ambulatory cardiac monitoring.<br /><br /><strong>METHODS AND RESULTS: </strong>Daily ambient 3-h maximum concentrations of ozone, nitrogen dioxide and fine particulate matter, and an index summarizing these pollutants called the Air Quality Health Index (AQHI) were compared to the results of 24-h ambulatory cardiac monitoring performed for clinical purposes in 8662 patients and analyzed at the University of Ottawa Heart Institute, Canada, between 2004 and 2009. An interquartile increase in the daily 3 h- maximum AQHI was associated with a 0.9% (95% CI 0.3%, 1.5%) increase in the daily maximum heart rate and a 1.17% (95% CI 1.07%, 1.29%) increase in heart block frequency. An interquartile increase in NO2 was associated with an increase in the percentage of time in atrial fibrillation of 4.39% (-0.15, 9.15) among those ?50 years old, and 7.1% (0.24, 14.5) among males.<br /><br /><strong>CONCLUSIONS: </strong>We found evidence that air pollution may affect cardiac rate and rhythm. This may be one mechanism partially explaining the increase in strokes and cardiac events observed on days of higher air pollution.",0,0,4.1.3,Biological Plausibility
2535318,25199974,WOS:000346817100045,10.1016/j.envres.2014.08.003,The impact of decreases in air temperature and increases in ozone on markers of endothelial function in individuals having type-2 diabetes,"Lanzinger, S; Breitner, S; Neas, L; Cascio, W; Diaz-Sanchez, D; Hinderliter, A; Peters, A; Devlin, RB; Schneider, A",2014,"Several studies have reported an association between air pollution and endothelial dysfunction, especially in individuals having diabetes. However, very few studies have examined the impact of air temperature on endothelial function. The objective of this analysis was to investigate short-term effects of temperature and ozone on endothelial function in individuals having diabetes. Moreover, we investigated interactive effects between air temperature and air pollution on markers of endothelial function. Between November 2004 and December 2005 flow-mediated dilatation (FMD), nitroglycerin-mediated dilatation (NTGMD) and several blood markers representing endothelial function were measured using brachial artery ultrasound on four consecutive days in 22 individuals with type-2 diabetes mellitus in Chapel Hill, North Carolina (USA). Daily measurements of meteorological parameters, ozone and particulate matter with an aerodynamic diameter ?2.5?m (PM2.5) were obtained from fixed monitoring sites. We used additive mixed-models adjusting for time trend, day of the week, relative humidity and barometric pressure to assess temperature and ozone associations with endothelial function. A 1?C decrease in the 24-h temperature average was associated with a decrease in mean FMD on the same day (-2.2% (95%-confidence interval:[-4.7;0.3%])) and with a delay of one and four days. A temperature decrement also led to an immediate (-1.7%[-3.3;-0.04]) decrease in NTGMD. Moreover, we observed an immediate (-14.6%[-26.3;-2.9%]) and a one day delayed (-13.5%[-27.0; 0.04%]) decrease in FMD in association with a 0.01ppm increase in the maximum 8-h moving average of ozone. Temperature effects on FMD strengthened when PM2.5 and ozone concentrations were high. The associations were similar during winter and summer. We detected an association between temperature decreases and ozone increases on endothelial dysfunction in individuals having diabetes. We conclude that endothelial dysfunction might be a possible mechanism explaining cardiovascular events in association with environmental stimuli.",0,0,4.1.3,Biological Plausibility
2535448,25186732,WOS:000343893300085,10.1016/j.ijcard.2014.08.099,Air pollution associated hypertension and increased blood pressure may be reduced by breastfeeding in Chinese children: the Seven Northeastern Cities Chinese Children's Study,"Dong, GH; Qian, ZM; Trevathan, E; Zeng, XW; Vaughn, MG; Wang, J; Zhao, Y; Liu, YQ; Ren, WH; Qin, XD",2014,"<strong>BACKGROUND: </strong>Little is known about the association between air pollution and hypertension among children, and no studies report whether breastfeeding modifies this association in children.<br /><br /><strong>METHODS: </strong>Nine thousand three hundred fifty-four Chinese children, ages 5-17 years old, from 24 elementary schools and 24 middle schools in the Seven Northeastern Cities during 2012-2013 were evaluated. The weight, height, and BP were measured. Four-year average concentrations of particles with an aerodynamic diameter of ?10 ?m (PM10), sulfur dioxide (SO2), nitrogen dioxides (NO2), ozone (O3), and carbon monoxide (CO) were calculated from monitoring stations. Two-level regression analysis was used to examine the effects, controlling for covariates.<br /><br /><strong>RESULTS: </strong>The results showed that associations existed between hypertension and pollutants. The odds ratios for hypertension ranged from 1.12 per 46.3 ?g/m3 increase for O3 (95% confidence interval [CI], 1.10-1.13) to 1.68 per 30.6 ?g/m3 increase for PM10 (95% CI, 1.53-1.86). The increases in mean diastolic BP ranged from 0.58 mm Hg per 46.3 ?g/m3 increase for O3 (95% CI, 0.52-0.63 mm Hg) to 2.89 mm Hg per 563.4 ?g/m3 increase for CO (95% CI: 2.53-3.24 mm Hg). The increase in systolic BP ranged from 0.50 mm Hg per 46.3 ?g/m3 increase for O3 (95% CI: 0.43-0.57 mm Hg) to 2.10 mm Hg per 30.6 ?g/m3 increase for PM10 (95% CI, 1.73-2.47 mm Hg). Compared with children who had been breastfed, non-breastfed children exhibited consistently stronger effects.<br /><br /><strong>CONCLUSION: </strong>Study findings indicate that high levels of PM10, SO2, NO2, O3, and CO are associated with increased arterial BP and hypertension among the children. Breastfeeding may reduce the risk.",0,0,4.2.2,Biological Plausibility
2535539,25173052,WOS:000346817100027,10.1016/j.envres.2014.08.002,The effects of air pollution on adverse birth outcomes,"Ha, S; Hu, H; Roussos-Ross, D; Haidong, K; Roth, J; Xu, X",2014,"<strong>BACKGROUND: </strong>Air pollution has been shown to have adverse effects on many health outcomes including cardiorespiratory diseases and cancer. However, evidence on the effects of prenatal exposure is still limited. The purpose of this retrospective cohort study is to evaluate the effects of prenatal exposure to air pollutants including particulate matter with aerodynamic diameter less than 2.5?m (PM2.5) and ozone (O3) on the risk of adverse birth outcomes (ABOs) including term low birth weight (LBW), preterm delivery (PTD) and very PTD (VPTD).<br /><br /><strong>METHODS: </strong>singleton births from 2004 to 2005 in Florida were included in the study (N=423,719). Trimester-specific exposures to O3 and PM2.5 at maternal residence at delivery were estimated using the National Environmental Public Health Tracking Network data, which were interpolated using Hierarchical Bayesian models.<br /><br /><strong>RESULTS: </strong>After adjustment for potential confounders such as demographics, medical and lifestyle factors PM2.5 exposures in all trimesters were found to be significantly and positively associated with the risk of all ABOs. Second-trimester exposure had the strongest effects. For an interquartile range (IQR) increase in PM2.5 during the second trimester, the risk of term LBW, PTD and VPTD increased by 3% [95% confidence interval (CI): 1-6%)], 12% (11-14%) and 22% (18-25%), respectively. O3 was also found to be positively associated with PTD and VPTD with the strongest effects over the whole pregnancy period [3% (1-5%) for PTD and 13% (7-19%) for VPTD for each IQR increase]. However, O3 was observed to have protective effects on term LBW. Results were consistent for multi-pollutant models.<br /><br /><strong>CONCLUSION: </strong>PM2.5 has consistent adverse effects on ABOs whereas O3 has inconsistent effects. These findings warrant further investigation.",0,0,7.1.3.3.1,"Epidemiologic Evidence for Fetal Growth, Birth Weight, and Body Length at Birth"
2536044,25113626,WOS:000345540700015,10.1016/j.envint.2014.07.009,Effect modification of ozone-related mortality risks by temperature in 97 US cities,"Jhun, I; Fann, N; Zanobetti, A; Hubbell, B",2014,"Many time-series studies have characterized the relationship between short-term ozone exposure and adverse health outcomes, controlling for temperature as a confounder. Temperature may also modify ozone effects, though this has been largely under-investigated. In this study, we explored whether temperature modifies the effect of short-term ozone exposure on mortality. We used the database developed for the National Morbidity and Mortality Air Pollution Study to estimate ozone mortality risks in 97 US cities in May through September, 1987-2000. We treated temperature as a confounder as well as an effect modifier by estimating risks at low, moderate, and high temperature categories. When temperature was treated as a confounder, a 10-ppb increase in daily 24-h ozone was associated with a 0.47% (95% CI: 0.19%-0.76%) increase in mortality. When we assessed effect modification by temperature, the interaction between ozone and temperature was not statistically significant. However, there was a U-shaped pattern in mortality risk, which was greater at the low (&lt;25th percentile) and high (&gt;75th percentile) temperature levels than moderate temperature levels. At the high temperature category, a 10% increase in AC prevalence mitigated mortality risk associated with 10-ppb of ozone exposure by -0.18% (95% CI: -0.35%, -0.02%). Furthermore, ozone mortality risk in the high temperature category increased as we restricted our analyses to hotter days. On days where temperatures exceeded the 75th, 90th, and 95th percentile temperatures, a 10-ppb increase in ozone was associated with a 0.65% (95% CI: 0.20%-1.09%), 0.83% (95% CI: 0.17%-1.48%), and 1.35% (95% CI: 0.44%-2.27%) increase in mortality, respectively. These results suggested that high temperatures may exacerbate physiological responses to short-term ozone exposure.",0,0,6.1.3,Total (Nonaccidental) Mortality
2538779,24861238,WOS:000338605200028,10.1016/j.envpol.2014.02.035,"Ozone and ozone injury on plants in and around Beijing, China","Wan, W; Manning, WJ; Wang, X; Zhang, H; Sun, X; Zhang, Q",2014,"Ozone (O3) levels were assessed for the first time with passive samplers at 10 sites in and around Beijing in summer 2012. Average O3 concentrations were higher at locations around Beijing than in the city center. Levels varied with site locations and ranged from 22.5 to 48.1 ppb and were highest at three locations. Hourly O3 concentrations exceeded 40 ppb for 128 h and 80 ppb for 17 h from 2 to 9 in August at one site, where it had a real-time O3 analyzer. Extensive foliar O3 injury was found on 19 species of native and cultivated trees, shrubs, and herbs at 6 of the 10 study sites and the other 2 sites without passive sampler. This is the first report of O3 foliar injury in and around Beijing. Our results warrant an extensive program of O3 monitoring and foliar O3 injury assessment in and around Beijing.",0,0,8.2,Visible Foliar Injury and Biomonitoring
2539655,24779854,WOS:000336387800002,10.3109/08958378.2014.905659,"Episodic ozone exposure in adult and senescent Brown Norway rats: acute and delayed effect on heart rate, core temperature and motor activity","Gordon, CJ; Johnstone, AF; Aydin, C; Phillips, PM; Macphail, RC; Kodavanti, UP; Ledbetter, AD; Jarema, KA",2014,"Setting exposure standards for environmental pollutants may consider the aged as a susceptible population but the few published studies assessing susceptibility of the aged to air pollutants are inconsistent. Episodic ozone (O(3)) is more reflective of potential exposures occurring in human populations and could be more harmful to the aged. This study used radiotelemetry to monitor heart rate (HR), core temperature (T(c)) and motor activity (MA) in adult (9-12 months) and senescent (20-24 months) male, Brown Norway rats exposed to episodic O(3) (6?h/day of 1?ppm O(3) for 2 consecutive days/week for 13 weeks). Acute O(3) initially led to marked drops in HR and T(c). As exposures progressed each week, there was diminution in the hypothermic and bradycardic effects of O(3). Senescent rats were less affected than adults. Acute responses were exacerbated on the second day of O(3) exposure with adults exhibiting greater sensitivity. During recovery following 2?d of O(3), adult and senescent rats exhibited an elevated T(c) and HR during the day but not at night, an effect that persisted for at least 48?h after O(3) exposure. MA was elevated in adults but not senescent rats during recovery from O(3). Overall, acute effects of O(3), including reductions in HR and T(c), were attenuated in senescent rats. Autonomic responses during recovery, included an elevation in T(c) with a pattern akin to that of a fever and rise in HR that were independent of age. An attenuated inflammatory response to O(3) in senescent rats may explain the relatively heightened physiological response to O(3) in younger rats.",0,0,4.2.2,Biological Plausibility
2540211,24728759,WOS:000343721000002,10.1007/s00572-014-0577-4,Elevated CO2 and O3 effects on ectomycorrhizal fungal root tip communities in consideration of a post-agricultural soil nutrient gradient legacy,"Andrew, C; Lilleskov, EA",2014,"Despite the critical role of EMF in nutrient and carbon (C) dynamics, combined effects of global atmospheric pollutants on ectomycorrhizal fungi (EMF) are unclear. Here, we present research on EMF root-level community responses to elevated CO2 and O3. We discovered that belowground EMF community richness and similarity were both negatively affected by CO2 and O3, but the effects of CO2 and O3 on EMF communities were contingent on a site soil pH and cation availability gradient. These results contrast with our previous work showing a strong direct effect of CO2 and O3 on sporocarp community dynamics and production. We discuss the possible role of carbon demand and allocation by EMF taxa in the discrepancy of these results. EMF communities were structured by a legacy of spatially defined soil properties, changing atmospheric chemistry and temporal dynamics. It is therefore necessary to understand global change impacts across multiple environmental gradients and spatiotemporal scales.",0,0,8.1.2.2,Fungi
2541297,24631608,WOS:000335096400051,10.1016/j.scitotenv.2014.02.080,Determinants of stomatal sluggishness in ozone-exposed deciduous tree species,"Hoshika, Y; Carriero, G; Feng, Z; Zhang, Y; Paoletti, E",2014,"Our knowledge of ozone effects on dynamic stomatal response is still limited, especially in Asian tree species. We thus examined ozone effects on steady-state leaf gas exchange and stomatal dynamics in three common tree species of China (Ailanthus altissima, Fraxinus chinensis and Platanus orientalis). Seedlings were grown and were exposed to three levels of ozone in open-top chambers (42, 69, 100 nmol mol(-1) daylight average, from 09:00 to 18:00). At steady-state, ozone exposure induced an uncoupling of photosynthesis and stomatal conductance, as the former decreased while the latter did not. Dynamic stomatal response was investigated by cutting the leaf petiole after a steady-state stomatal conductance was reached. Ozone exposure increased stomatal sluggishness, i.e., slowed stomatal response after leaf cutting, in the following order of sensitivity, F. chinensis&gt;A. altissima&gt;P. orientalis. A restriction of stomatal ozone flux reduced the ozone-induced sluggishness in P. orientalis. The ozone-induced impairment of stomatal control was better explained by stomatal ozone flux per net photosynthesis rather than by stomatal ozone flux only. This suggests that ozone injury to stomatal control depends both on the amount of ozone entering a leaf and on the capacity for biochemical detoxification or repair. Leaf mass per area and the density of stomata did not affect stomatal sluggishness.",0,0,8.11.2,Impaired Stomatal Function
2541399,24622206,WOS:000332651800001,10.1038/nature13113,Air pollution and forest water use,"Holmes, CD",2014,,0,0,8.11.6,Summary and Causality Determination
2547050,24086640,WOS:000325220000045,10.1371/journal.pone.0075820,Ozone exposure of a weed community produces adaptive changes in seed populations of Spergula arvensis,"Landesmann, JB; Gundel, PE; Martinez-Ghersa, MA; Ghersa, CM",2013,"Tropospheric ozone is one of the major drivers of global change. This stress factor alters plant growth and development. Ozone could act as a selection pressure on species communities composition, but also on population genetic background, thus affecting life history traits. Our objective was to evaluate the consequences of prolonged ozone exposure of a weed community on phenotypic traits of Spergulaarvensis linked to persistence. Specifically, we predicted that the selection pressure exerted by high ozone concentrations as well as the concomitant changes in the weed community would drive population adaptive changes which will be reflected on seed germination, dormancy and longevity. In order to test seed viability and dormancy level, we conducted germination experiments for which we used seeds produced by S. arvensis plants grown within a weed community exposed to three ozone treatments during four years (0, 90 and 120 ppb). We also performed a soil seed bank experiment to test seed longevity with seeds coming from both the four-year ozone exposure experiment and from a short-term treatment conducted at ambient and added ozone concentrations. We found that prolonged ozone exposure produced changes in seed germination, dormancy and longevity, resulting in three S. arvensis populations. Seeds from the 90 ppb ozone selection treatment had the highest level of germination when stored at 75% RH and 25 ?C and then scarified. These seeds showed the lowest dormancy level when being subjected to 5 ?C/5% RH and 25 ?C/75% followed by 5% RH storage conditions. Furthermore, ozone exposure increased seed persistence in the soil through a maternal effect. Given that tropospheric ozone is an important pollutant in rural areas, changes in seed traits due to ozone exposure could increase weed persistence in fields, thus affecting weed-crop interactions, which could ultimately reduce crop production.",0,0,8.4.1,Plant Reproduction
